schedule,schedule_type,reason
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 17:00) | Làm 2 Thứ 7/Tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 00:00 đến 00:00) | Làm việc giờ hành chính từ thứ Hai đến hết thứ Bảy (cách 1 tuần được nghỉ 1 ngày thứ Bảy),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 7 (từ 08:00 đến 12:00) | nghỉ trưa từ 12h- 13h30’,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Một tháng nghỉ 2 chiều thứ 7. Thử việc có 2 ngày phép.,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ Hai - Thứ Sáu (8h00 - 17h00) & Sáng Thứ Bảy (8h00 - 12h00),T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 7 (từ 08:30 đến 17:30) | - Văn phòng HCM: T2 - T6: 08h30 - 18h00; Thứ 7 8h30-17h30 làm việc online, xen kẽ cách tuần",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 làm việc Online,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 17:00) | Thứ 2 - thứ 6 và 2 ngày thứ 7 trong tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:30 đến 18:00) | Thứ 7 về sớm 16h,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Từ thứ 2 đến sáng thứ 7,T2-T7,header-T7
"Thứ 2 - Thứ 7 (từ 08:30 đến 18:00) | Từ T2- sáng T7 hoặc 2 thứ 7 trong tháng , hoặc tự đăng ký lịch T7 miễn đủ tổng công T7.",T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | - Thời gian làm việc: Thứ 2 - Sáng Thứ 7,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:30 đến 17:30) | Thứ 7 làm việc tại nhà,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 2 đến thứ 6 và 1 buổi sáng thứ 7 đầu tiên của tháng | Buổi sáng checkin linh hoạt từ 07h30 - 09h00,T2-T7,header-T6+sat-body
Từ Thứ 2 – thứ 6: 08:00-17:00 | Sáng thứ 7: 08:00-12:00 | Được nghỉ 1 ngày thứ 7 tùy chọn hàng tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 18:30) | Thứ 7 (từ 08:30 đến 12:00),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Làm Sáng Thứ 7,T2-T7,header-T6+sat-body
"−	Thời gian làm việc: Xoay ca , Làm 6 ngày 1 tuần - nghỉ 1 ngày trong tuần | ▪	08h00 - 17h30 | ▪	20h00 - 04h30 | −	Địa điểm làm việc: Long Biên, Thanh Trì",T2-T7,freetext-T7
Thời gian làm việc: 9:00 - 12:00 & 13:30 - 18:00 (26 ngày/ tháng),T2-T7,freetext-T7
"Working hours: 8.8 hours/day (Mon to Fri), flexible checkin from 6:00 am to 10:00 am.",Flexible,keyword
Thứ 2 - Thứ 5 (từ 08:30 đến 17:30),T2-T6,header-T6-pure
"Xoay ca 24/7, ca 8 tiếng, off 2 ngày bất kì trong tuần",Other,shift
"- Giai đoạn đầu: Remote Full-time, sau vài tháng sẽ làm Offline tại VP; | - Thời gian làm việc: 7h/ngày, Sáng Thứ 2 - Sáng T7 hàng tuần (9h00-12h00, Chiều 13h30-17h30)- Sáng T7 làm Remote;",T2-T7,freetext-sat-signal
"● Hình thức: Làm việc online, trao đổi qua các kênh nội bộ của team. | ● Thời gian: Linh hoạt, đảm bảo deadline theo phân công.",Flexible,keyword
"[""From Monday to Friday (40 hours)""]",T2-T6,freetext-T6
"Yêu cầu ứng viên - Sinh viên năm 3 trở lên các ngành Mỹ thuật, Thiết kế đồ họa, Truyền thông hoặc liên quan, có nguyện vọng hướng đến các vị trí full-time sau khi tốt nghiệp hoặc đang tìm kiếm công việc dài hạn - Đã có kinh nghiệm Thiết kế đồ họa - Sử dụng các phần mềm thiết kế (như PTS, AI) - Có laptop cá nhân Quyền lợi - Mức lương: 35,000 VND/giờ - Môi trường làm việc trẻ trung, năng động - Hỗ trợ dấu thực tập nếu cần Địa điểm làm việc (đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu) - Hà Nội: 34T Hoàng Đạo Thúy, Phường Yên Hòa (quận Cầu Giấy cũ)",Other,unrecognized
Làm việc tại nhà,Flexible,keyword
"linh hoạt, ưu tiên work-life balance. Trang thiết bị làm việc đầy đủ, chuyên nghiệp. Văn phòng làm việc hiện đại, chuyên nghiệp. Môi trường trẻ trung, năng động, sáng tạo, hòa đồng, vui vẻ. 3. Chính sách khác Phụ cấp ăn ca 40k/ngày công Thưởng lễ, tết Chính sách BHXH, BHYT và các phúc lợi khác theo quy định của Luật và của Công ty. Chế độ nghỉ mát theo quy chế của công ty Chế độ nghỉ phép theo quy định của Luật Lao động Chế độ hiếu, hỉ, sinh con Địa điểm làm việc (đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu) - Hà Nội: 15 Lê Văn Thiêm, Phường Thanh Xuân (quận Thanh Xuân cũ)",Flexible,keyword
T2 – Sáng T7 | - Sáng:    8h30 – 12h00 | - Chiều: 13h30 – 17h30,T2-T7,freetext-T7
"lịch sẽ được công ty sắp xếp: Làm việc theo ca, tại công ty (không làm việc online) - Khung giờ chiều: 15h > 23h - Khung giờ đêm: 23h >7h LƯU Ý: Địa chỉ làm việc: Nguyễn Thị Nhung, Khu Đô Thị Vạn Phúc, Hiệp Bình Phước, TP. Thủ Đức Thu nhập Thu nhập khi đạt 100% KPI: Từ 12 triệu VND trở lên Thu nhập tính theo tỷ lệ đạt KPI Lương cứng không phụ thuộc doanh số Quyền lợi - Lương chính thức: 7 triệu. - Lương part- time giờ tỉ lệ. + Làm việc trong khung giờ: 18h > 22h: lương nhân thêm 10% + Làm việc trong khung giờ: 22h > 8h: lương nhân thêm 30% - Lương thử việc: 85% lương chính thức + x3 lương từ 7 đến 12 ngày lễ, tết trong năm. + Phép năm tích lũy + 6 tháng cộng thêm 1 bậc lương, + Thưởng Cuối năm + thưởng theo năng lực và thái độ sau 6 tháng làm việc + Thưởng nhân viên xuất sắc mỗi tháng, thưởng lễ, thưởng chuyên cần, thưởng profit - Môi trường làm việc thoải mái, thân thiện... - Được đào tạo kỹ năng giao tiếp, trao đổi, kỹ năng phát triển bản thân, tiếng Anh giao tiếp cơ bản - Teambuilding Địa điểm làm việc (đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu) - Hồ Chí Minh: 195-197 Nguyễn Thị Nhung, Phường Hiệp Bình (Thành phố Thủ Đức cũ)",Other,shift
"Thời gian làm việc: T2 - T7 (8:30 - 12:00; 13:30 - 17:30), T7 chỉ làm 02 ngày/1 tháng.",T2-T7,freetext-T7
"tại nhà và 50% làm việc tại Cty Địa điểm làm việc (đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu) - Hồ Chí Minh: R4-11 Hưng gia 1 Phú Mỹ Hưng Tân Hưng, Phường Tân Hưng (Quận 7 cũ)",Flexible,keyword
"Hà Nội: Số 275 Nguyễn Trãi, Phường Thanh Xuân (quận Thanh Xuân cũ)",Other,unrecognized
Thứ 2 đến Thứ 6 (09h00 đến 18h00 - Nghỉ trưa từ 12h00 đến 13h00) & Thứ 7 (09h00 đến 13h00 - Online tại nhà),T2-T7,freetext-T7
"8 tiếng xoay ca linh hoạt, theo sự sắp xếp của Công ty. Off 4 ngày/tháng",Other,shift
Ứng viên có thể chọn 1 trong 3 khung giờ làm việc (giờ VN): | 🔹 Option 1: Ca gãy 20:00–24:00 & 05:00–09:00 | 🔹 Option 2: Ca hành chính Mỹ 22:00–07:00 (nghỉ 1h giữa ca) | 🔹 Option 3: Ca gãy 02:00AM–11:00AM (nghỉ 1h giữa ca),Other,unrecognized
"Giờ hành chính từ 8h00 – 17h15 từ Thứ 2 đến hết sáng thứ 7, nghỉ Chủ nhật, Lễ, Tết theo quy định.",T2-T7,freetext-T7
Check in-out linh hoạt,Flexible,keyword
"Đến trường khi có giờ giảng và đến trường 02 ngày/tuần để giải quyết các công việc hành chính, có chấm công theo quy trình chấm công của Trường. Thời gian làm việc có thể thay đổi để phù hợp với tình hình thực tế tại các thời điểm khác nhau.",Other,unrecognized
"Monday- Friday, Flexible working hour",T2-T6,freetext-T6
"Working time: Rotation Shift, including: 5 days a week, 9 hours per day, including 8 working hours and 1 hour for rest",T2-T6,freetext-T6
"- Hình thức làm việc giai đoạn đầu: Remote Full-time, sau vài tháng sẽ làm Offline tại VP; | - Thời gian làm việc: 7h/ngày, Sáng Thứ 2 - Sáng T7 hàng tuần (9h00-12h00, Chiều 13h30-17h30) - Sáng T7 làm Remote.",T2-T7,freetext-sat-signal
Partime theo Jobs,Other,unrecognized
"Đăng kí theo ca lịnh hoạt. Làm việc 44h/tuần tương đương 11ca/tuần (Nghỉ 1,5 ngày/tuần) | Ca sáng: 8h00-12h00; | Ca chiều: 13h00-17h00; | Ca tối: 17h00-21h00.",T2-T6,freetext-T6
10-19h,Other,unrecognized
linh hoạt giờ check-in từ 8:00 - 9:00,Flexible,keyword
Làm việc theo ca theo sự phân công của trưởng đơn vị.,Other,shift
Làm việc trong giờ hành chính tại Nhật Bản (Trao đổi thêm khi phỏng vấn),Other,unrecognized
Thứ 2 đến Thứ 6 (09h00 đến 18h00 - Nghỉ trưa từ 12h00 đến 13h00) và Thứ 7 (09h00 đến 13h00 - Work From Home),T2-T7,freetext-T7
"Thời gian làm việc: 8:00 – 17:00, 5 ngày/tuần (nghỉ 2 ngày liên tiếp/tuần), nghỉ trưa 1 tiếng",T2-T6,freetext-T6
"thoải mái, tự chủ động trong công việc Áp dụng mô hình phát triển phần mềm theo Agile, Scrum Được tiếp cận với các Công nghệ hiện tại tiên tiến nhất trên thế giới hiện nay Môi trường làm việc cởi mở và năng động với các giá trị cốt lõi sâu sắc truyền cảm hứng làm việc đến nhân viên Khuyến khích trao đổi ý tưởng, đề cao sự sáng tạo trong công việc Cơ hội tham gia gắn kết với tập thể thông qua các hoạt động văn hóa sôi động: Teambuilding, Tất niên, 8/3, 20/10, Giáng sinh... 3. Cơ hội phát triển: F88 cam kết cho bạn nền tảng vững chắc để học hỏi và phát triển. Tham gia đào tạo bài bản, chuyên nghiệp từ Học viện F88. Sẵn sàng trao quyền, cơ hội đột phá cho nhân viên. Địa điểm làm việc (đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu) - Hà Nội: (Tất cả phường)",Other,unrecognized
Vị trí làm việc theo mô hình trực ca. Trong một tuần sẽ có 4 ca trực. Thời gian giữa các ca trực cách nhau 24 tiếng. Có 2 loại ca trực: Ca sáng và Ca tối. Ca sáng: 8h - 18h và Ca tối: 18h - 8h. Một ca trực có ít nhất 2 kỹ sư cùng công tác.,Other,shift
"Thời gian làm việc của giảng viên trong năm học là 44 tuần (tương đương 1.760 giờ hành chính) để thực hiện nhiệm vụ giảng dạy, nghiên cứu khoa học, phục vụ cộng đồng và thực hiện các nhiệm vụ chuyên môn khác.",Other,unrecognized
Monday – Friday | 9:00 AM – 5:00 PM,T2-T6,freetext-T6
"linh hoạt; - Thu nhập hấp dẫn, lương + % hoa hồng + thưởng; - Thưởng lễ tết; thưởng theo quý,.... - Được tham gia các khóa đào tạo kỹ năng & nghiệp vụ của công ty; - Được làm việc trong môi trường văn hóa doanh nghiệp trẻ, năng động, thân thiện và chuyên nghiệp. Địa điểm làm việc (đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu) - Hà Nội: Pháo Đài Láng, Phường Láng (quận Đống Đa cũ)",Flexible,keyword
"Từ 08h30 - 17h30, nghỉ trưa từ 12h00 - 13h00, nghỉ 4 ngày/tháng",Other,unrecognized
- 08h-17h hàng ngày | - Nghỉ 1 ngày thường trong tuần,Other,unrecognized
Làm ca 8 tiếng: 6h-14h; 14h-22h; 22h-6h | Làm xoay ca; nghỉ 1 buổi/tuần.,Other,shift
Ca 1: 8h00- 17h20; Ca 2: 13h00-22h20,Other,shift
"linh hoạt không cần ở văn phòng toàn thời gian BHXH theo quy định nhà nước cho nhân viên chính thức Du lịch định kỳ 1-2 lần/năm Địa điểm làm việc (đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu) - Hà Nội: 241 Xuân Thủy, Phường Cầu Giấy (quận Cầu Giấy cũ)",Flexible,keyword
"- Làm việc 6 ngày/ tuần. | - Nghỉ hàng tuần: 01 ngày/ tuần. | - Nghỉ Lễ, Tết và các ngày nghỉ hưởng lương theo quy định của Pháp Luật. | - Nghỉ phép: 15 ngày/ năm.",T2-T7,freetext-T7
Xoay ca: 8h-17h30; 12h-21h30; 1 ngày OFF/tuần,Other,shift
Xoay ca theo sự sắp xếp của Quản lý,Other,shift
"(T2- T7) Sáng bắt đầu từ 8h-12h, Chiều bắt đầu từ 13h45 - 17h30 Lễ Tết nghỉ theo lịch Nhà nước và thưởng Lộ trình thăng tiến, KPI thưởng rõ ràng và công khai. Môi trường GENZ trẻ trung năng động, Sếp trẻ dễ tính thoải mái trong công việc Địa điểm làm việc (đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu) - Hà Nội: 23 Duy Tân, Phường Cầu Giấy (quận Cầu Giấy cũ)",T2-T7,freetext-T7
Theo ca thoả thuận,Other,shift
Làm việc theo ca: | - Ca 1: 7h30 - 19h30 | - Ca 2: 19h30 - 7h30 (sau đó nghỉ 2 ngày),Other,shift
"Xoay ca: Sáng (8h00-17h30); Chiều (12h00-21h30), Off 1 ngày trong tuần",Other,shift
Giờ hành chính,Other,unrecognized
Thứ 4 - Thứ 2 (từ 10:00 đến 22:00),Other,unrecognized
"From 8:00 - 17:00, 5 days/week",T2-T6,freetext-T6
9:00 - 12:00 & 13:30 - 18:00 - 26 công,Other,unrecognized
"− Thời gian làm việc: Xoay ca , Làm 6 ngày 1 tuần - nghỉ 1 ngày trong tuần | + 08h00 - 17h30 | + 20h00 - 04h30",T2-T7,freetext-T7
"full time, ưu tiên các ứng viên có thể đi làm ngay. Bắt buộc có máy tính cá nhân Sinh viên năm 4 hoặc năm 5 chuyên ngành Công nghệ thông tin hoặc các bạn trẻ định hướng làm công việc Kiểm thử Năng động, nhiệt huyết và sẵn sàng học cái mới Có trách nhiệm cao trong công việc Quyền lợi - Được tham gia vào dự án thực tế - Được đào tạo thêm chuyên môn - Có lương thực tập sinh - Trong quá trình thực tập nếu kinh nghiệm và kỹ năng tốt có thể đi làm ngay Địa điểm làm việc (đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu) - Hà Nội: Số 2, ngách 53/8 Quang Tiến, Đại Mỗ - Nam Từ Liêm, Phường Đại Mỗ (quận Nam Từ Liêm cũ)",Other,unrecognized
bán thời gian (theo tiết),Flexible,keyword
Tự do,Flexible,keyword
3 CA | CA 1 : 8: 00~16: 00 | CA 2 : 16: 00~24: 00 | CA 3 : 24: 00~08: 00,Other,shift
Đăng ký theo lịch,Other,unrecognized
"Ca ngày từ 8-17h, ca đêm 22-6h",Other,shift
"lịch sẽ được công ty sắp xếp: Làm việc theo ca, tại công ty (không làm việc online) - Khung giờ chiều: 15h > 23h - Khung giờ đêm: 23h >7h LƯU Ý: Địa chỉ làm việc: Nguyễn Thị Nhung, Khu Đô Thị Vạn Phúc, Hiệp Bình Phước, TP. Thủ Đức Thu nhập Thu nhập khi đạt 100% KPI: 7 - 12 triệu VND Thu nhập tính theo tỷ lệ đạt KPI Lương cứng không phụ thuộc doanh số Quyền lợi - Lương chính thức: 7 triệu. - Lương part- time giờ tỉ lệ. + Làm việc trong khung giờ: 18h > 22h: lương nhân thêm 10% + Làm việc trong khung giờ: 22h > 8h: lương nhân thêm 30% - Lương thử việc: 85% lương chính thức + x3 lương từ 7 đến 12 ngày lễ, tết trong năm. + Phép năm tích lũy + 6 tháng cộng thêm 1 bậc lương, + Thưởng Cuối năm + thưởng theo năng lực và thái độ sau 6 tháng làm việc + Thưởng nhân viên xuất sắc mỗi tháng, thưởng lễ, thưởng chuyên cần, thưởng profit - Môi trường làm việc thoải mái, thân thiện... - Được đào tạo kỹ năng giao tiếp, trao đổi, kỹ năng phát triển bản thân, tiếng Anh giao tiếp cơ bản - Teambuilding Địa điểm làm việc (đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu) - Hồ Chí Minh: 195-197 Nguyễn Thị Nhung, Phường Hiệp Bình (Thành phố Thủ Đức cũ)",Other,shift
"Thứ 2 - Thứ 4 (từ 08:00 đến 17:00) | Thứ 4 - Thứ 7 (từ 13:00 đến 21:00) | C1: 8h00 đến 17h00 nghỉ trưa 12h00-13h00 (nghỉ trưa 1 tiếng, 8h làm việc) | C2: 13h00 đến 21h00 nghỉ chiều 18h00 đến 19h ăn chiều | 1 tháng làm 2 Chủ Nhật cố định 8h00 - 21h00 bao gồm cả Lễ. | Tháng nghỉ 2 chủ nhật +  1 ngày nghỉ phép có hưởng lương",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 7 (từ 08:00 đến 12:00) | Nghỉ chiều thứ 7 và chủ nhật,T2-T7,header-T6+sat-body
Thứ 2 - Chủ nhật (từ 16:00 đến 02:00),T2-CN,header-CN
"Thứ 2 - Chủ nhật (từ 08:00 đến 17:30) | C1: 8h00 đến 17h00 nghỉ trưa 12h00-13h00 (nghĩ trưa 1 tiếng, 8h làm việc) | C2: 13h đến 21h00 nghỉ chiều 18h00 đến 19h ăn chiều (nv ăn, nghĩ vào làm,  không tính giờ nghĩ trong ca này trừ công 8h làm việc)",T2-CN,header-CN
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Nghỉ chủ nhật và 2 thứ 7/tháng,T2-T7,header-T6+sat-body
Thứ 2 - Chủ nhật (từ 08:00 đến 17:30) | Khung thời gian làm việc: 8h00 - 17h30 (nghỉ trưa 12h00 -13h30) từ Thứ 2 đến Chủ nhật (Nghỉ 4 ngày/ tháng),T2-CN,header-CN
"Thứ 2 - Thứ 6 () | Thời gian làm việc: từ thứ 2 – thứ 6, nghỉ thứ 7 – CN và lễ theo quy định.",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 07:45 đến 17:30) | Làm việc từ thứ 2 đến thứ 6 hàng tuần, Thứ 7 tuần làm tuần nghỉ, Chủ Nhật Nghỉ, Lễ Tết nghỉ theo quy định.",T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thời gian làm việc: 8h30 - 18h00 (từ thứ 2 - thứ 6 hàng tuần; nghỉ thứ 7, chủ nhật, nghỉ lễ tết theo quy định nhà nước). Nghỉ trưa từ 12h00 - 13h30.",T2-T6,header-T6-pure
Đăng kí ca linh hoạt từ thứ 2 đến Chủ nhật (Ca sáng: 8h00 - 12h00; Ca chiều: 13h00 - 17h00; Ca tối: 17h00 - 21h00),T2-CN,freetext-CN
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | nghỉ 2 thứ 7 và 4 chủ nhật trong tháng (Có tăng ca),T2-T7,header-T7
"[""Thứ 2 - Thứ 6 (từ 08:15 đến 17:30)\nNghỉ CN và 2 thứ 7 hàng tháng.""]",T2-T7,header-T6+sat-body
Thứ 2 - Chủ nhật (từ 08:00 đến 17:00) | Linh hoạt,T2-CN,header-CN
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Nghỉ thứ 7 và chủ nhật,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Nghỉ T7, CN",T2-T6,header-T6-pure
"Hàng ngày: sáng 8h-12h00, chiều 13h30-17h30 | Hàng tuần: từ thứ 2-thứ 7 (nghỉ 2 thứ 7+các ngày chủ nhật trong tháng)",T2-T7,freetext-T7
"Thứ 2 - Thứ 6 () | Từ Thứ 2 – Thứ 6 (Nghỉ ngày T7, CN)",T2-T6,header-T6-pure
"Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | Làm việc giờ Hành chánh: 8h00 sáng đến 17h00 chiều, từ tháng 2 đến thứ 7. Nghỉ Chủ nhật | 1 tháng được nghỉ 2 ngày bất kỳ (hoặc thứ 7 luân phiên) vẫn được tính lương",T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Nghỉ thứ 7 , Chủ nhật. Nghỉ trưa từ 12-13h30",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | nghỉ chiều thứ 7, ngày CN và ngày lễ theo quy định.",T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)\nThời gian làm việc: T2-T6, nghỉ T7 & CN\nThời gian check-in linh hoạt 8-9h""]",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | T2 - T6 (8h30 - 17h30) , T7 CN nghỉ",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Nghỉ cố định Thứ 7& CN,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Giờ làm việc linh hoạt | Nghỉ Thứ Bảy, Chủ Nhật",T2-T6,header-T6-pure
"Thời gian làm việc: 5 ngày/tuần (nghỉ T7, CN)",T2-T6,freetext-T6
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | 8h00 -17h30 thứ 2 đến thứ 6 và 2 ngày T7 trong tháng (Nghỉ 2 ngày T7/ tháng- chủ nhật),T2-T7,header-T6+sat-body
Thời gian: Thứ 2 – Thứ 7 | Sáng 7h45 – 11h55 | Chiều 13h40 – 17h30 | (Nghỉ Chủ nhật & Lễ theo quy định),T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Thứ 2 – Thứ 6 (Nghỉ Thứ 7 & Chủ Nhật),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thời gian làm việc: Thứ 2 - Thứ 6 | Nghỉ Thứ Bảy & Chủ Nhật,T2-T6,header-T6-pure
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00) | + Thứ hai – Thứ bảy: (08:00 – 17:00) | + Nghỉ chủ nhật,T2-T7,header-T7
"Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Nghỉ trưa từ 12h00 - 13h30, Nghỉ cố định Chủ Nhật",T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 7 (từ 08:00 đến 12:00) | Từ thứ 2 đến trưa thứ 7 - chiều thứ 7, chủ nhật nghỉ | Làm việc lúc 08h00 - 17h00, nghỉ trưa 12h - 13h,",T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Thứ 2 – Thứ 6: 08:00 – 17:30 (Nghỉ trưa: 12:00 – 13:30). | Thứ 7: Làm việc cách tuần ( làm 02 ngày Thứ 7/tháng). | Chế độ nghỉ ngơi: Nghỉ các thứ 7 còn lại và các ngày Chủ nhật, nghỉ Lễ, Tết theo quy định của Pháp luật.",T2-T7,header-T7
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | - Làm việc thứ 2 đến thứ 7, nghỉ Chủ Nhật, hoặc thứ 2 đến CN nghỉ thứ 7 | - Làm theo ca 1 tuần có 2-3 ngày làm việc từ 13h00 - 21h30 (nghỉ 30 phút) | Ca 1: 7h00 - 16h00 (nghỉ 1 tiếng) | Ca 2: 9h00 - 18h00 (nghỉ 1 tiếng)",T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 08:15 đến 17:30)\nNghỉ 2 ngày thứ 7 & tất cả Chủ Nhật""]",T2-T7,header-T6+sat-body
"[""Thứ 2 - Thứ 6 (từ 09:00 đến 18:00)\nThời gian làm việc: 9h00 - 18h00 (Nghỉ cố định Thứ 7, Chủ Nhật)""]",T2-T6,header-T6-pure
Thứ 2 - Chủ nhật (từ 08:00 đến 17:00) | OFF 1 ngày bất kỳ trong  tuần,T2-CN,header-CN
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | Làm từ thứ 2 đến thứ 7 nghỉ chủ nhật và lễ tết theo quy định.,T2-T7,header-T7
"Thứ 2 - Chủ nhật (từ 08:30 đến 17:30) | Làm việc từ thứ 2 đến thứ Chủ nhật. Lịch làm việc theo sự sắp xếp của cấp trên hoặc phù hợp với tiến độ thi công dự án. Thời gian làm việc linh động theo yêu cầu công việc, đảm bảo 8h/ngày, OFF 1 ngày/tuần, đảm bảo đủ công chuẩn/tháng",T2-CN,header-CN
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | 2 ngày Thứ 7 cách tuần, nghỉ Chủ nhật",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | - Thời gian làm việc: 8h/ ngày: 8h - 12h + 13h30 - 17h30. Nghỉ chủ nhật + 2 ngày thứ 7/tháng,T2-T7,header-T7
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)\nThời gian làm việc: từ thứ 2 đến thứ 6 hàng tuần, nghỉ thứ 7, CN\nThời gian check-in: linh hoạt từ 8-9h""]",T2-T6,header-T6-pure
Thứ 2 - Thứ 7 (từ 08:30 đến 17:30) | Thời gian làm việc: | - Từ 8h30 - 17h30 (Nghỉ trưa từ 12h00 - 13hh00) từ thứ 2 đến thứ 7 | - Nghỉ 02 thứ 7 và các ngày chủ nhật trong tháng.,T2-T7,header-T7
Thứ 2 - Thứ 7 (từ 07:30 đến 16:30) | Được nghỉ chủ nhật | Mỗi tháng được nghỉ 1 ngày thứ Bảy,T2-T7,header-T7
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | - Thứ 7 làm việc cách tuần | - Nghỉ chủ nhật,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | 8h00 – 17h30, thứ 2 đến thứ 6, nghỉ thứ 7, chủ nhật",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Nghỉ T7-CN,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Nghỉ T7-CN,T2-T6,header-T6-pure
"Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) | thứ 2 - sáng thứ 7, nghỉ cố định chủ nhật | + sáng 8h -12h | + chiều 13h30 - 17h30",T2-T7,header-T7
"8h30-17h30, Tháng Nghỉ 4 CN+2 thứ 7 cách tuần",T2-T7,freetext-sat-signal
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)\nThời gian làm việc: 8h00 - 17h00, từ thứ 2 đến thứ 6 hàng tuần, nghỉ thứ 7, CN.\nThời gian check in: linh hoạt từ 8h00 - 9h00""]",T2-T6,header-T6-pure
Thứ 2 - Chủ nhật (từ 13:30 đến 01:30) | Thứ 6: làm việc từ 13h30 đến 19h00 | Thứ 7: off cố định hàng tuần | → (Cách 2 tiếng làm việc được nghỉ 30p),T2-CN,header-CN
